EmployeeNumber,Age,Gender,MaritalStatus,Department,JobRole,EducationField,Education,JobLevel,MonthlyIncome,PercentSalaryHike,StockOptionLevel,PerformanceRating,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,JobInvolvement,BusinessTravel,OverTime,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,NumCompaniesWorked,TrainingTimesLastYear,DistanceFromHome,Attrition
551,53,Male,Single,Human Resources,Manager,Human Resources,5,4,22782,18,0,4,1,1,2,4,Travel_Rarely,No,4,17,6,15,1,3,3,Yes
552,52,Male,Single,Research & Development,Research Scientist,Technical Degree,2,5,15040,23,1,3,2,4,3,2,Non-Travel,No,26,37,8,15,2,2,17,No
553,59,Male,Married,Research & Development,Healthcare Representative,Medical,4,1,11947,16,2,3,2,3,3,2,Travel_Frequently,No,27,19,9,3,7,2,21,No
554,30,Male,Married,Research & Development,Laboratory Technician,Other,3,5,4946,14,1,3,4,2,2,4,Non-Travel,No,10,6,2,2,5,4,16,No
555,35,Female,Married,Research & Development,Research Director,Other,3,4,25319,15,0,3,4,3,3,4,Travel_Frequently,Yes,25,14,1,13,5,5,26,No
556,35,Male,Divorced,Sales,Sales Representative,Marketing,4,4,3357,16,1,3,4,4,2,3,Non-Travel,No,28,1,1,0,1,1,6,Yes
557,55,Female,Married,Research & Development,Research Director,Human Resources,4,1,19608,12,0,3,4,3,4,3,Non-Travel,No,18,30,3,15,2,5,3,No
558,44,Male,Single,Research & Development,Manager,Human Resources,3,5,14916,19,2,3,4,2,3,4,Non-Travel,Yes,20,9,5,7,3,1,11,No
559,41,Female,Married,Research & Development,Research Director,Technical Degree,4,4,25261,23,0,3,2,4,4,3,Travel_Frequently,Yes,1,21,18,13,0,4,28,Yes
560,49,Female,Single,Research & Development,Manufacturing Director,Human Resources,2,5,20613,24,2,3,3,3,3,3,Non-Travel,Yes,12,18,2,13,4,3,15,No
561,27,Male,Married,Research & Development,Manager,Marketing,1,5,25927,24,0,3,1,3,3,2,Travel_Frequently,No,14,21,18,10,8,3,21,No
562,40,Male,Married,Research & Development,Manufacturing Director,Life Sciences,2,5,19936,16,3,3,2,3,4,2,Travel_Rarely,Yes,13,36,6,9,2,3,9,Yes
563,40,Female,Single,Sales,Sales Executive,Other,2,4,5739,11,0,3,1,2,4,3,Travel_Frequently,No,7,1,0,0,8,4,24,Yes
564,31,Male,Divorced,Research & Development,Laboratory Technician,Life Sciences,5,3,3834,18,0,3,4,3,3,1,Travel_Frequently,No,26,7,6,1,5,2,10,No
565,59,Male,Divorced,Research & Development,Research Director,Marketing,3,1,20007,13,2,3,2,1,3,3,Non-Travel,No,8,19,15,1,0,4,26,No
566,60,Male,Married,Sales,Manager,Medical,2,3,23871,25,3,3,3,1,3,2,Travel_Rarely,Yes,25,18,11,8,9,2,1,Yes
567,19,Female,Single,Research & Development,Healthcare Representative,Medical,2,1,13309,11,0,3,1,3,4,1,Travel_Frequently,No,30,30,14,13,8,3,5,No
568,18,Male,Single,Research & Development,Manager,Human Resources,1,4,22127,18,1,4,3,2,4,2,Travel_Frequently,No,8,19,4,7,1,5,4,No
569,57,Female,Divorced,Research & Development,Healthcare Representative,Other,5,5,11196,19,1,4,2,4,2,2,Non-Travel,No,27,6,5,2,9,5,28,No
570,58,Male,Single,Sales,Sales Representative,Technical Degree,3,1,3633,20,1,4,4,2,4,4,Travel_Rarely,Yes,36,3,3,3,3,3,20,No
571,25,Female,Married,Sales,Sales Representative,Technical Degree,5,4,6806,21,0,4,3,4,3,3,Travel_Frequently,Yes,23,17,13,0,8,1,4,Yes
572,25,Female,Married,Sales,Sales Representative,Life Sciences,5,2,5413,17,2,4,3,3,2,2,Travel_Frequently,No,14,7,0,3,5,4,20,Yes
573,51,Male,Single,Research & Development,Manufacturing Director,Medical,5,2,21263,24,3,3,1,3,3,4,Non-Travel,Yes,27,33,6,8,0,3,10,Yes
574,44,Male,Single,Research & Development,Manufacturing Director,Marketing,2,5,23031,20,3,3,3,3,2,2,Travel_Frequently,Yes,10,30,7,12,2,5,14,Yes
575,33,Female,Single,Research & Development,Laboratory Technician,Other,2,2,8869,18,0,3,1,3,4,3,Travel_Frequently,No,33,22,9,3,9,3,8,Yes
576,25,Female,Divorced,Research & Development,Healthcare Representative,Life Sciences,4,3,17034,12,1,3,4,2,3,4,Travel_Rarely,No,31,34,9,7,8,0,3,No
577,33,Male,Single,Human Resources,Manager,Other,3,3,20825,21,1,3,4,4,4,4,Travel_Frequently,Yes,5,31,0,3,7,1,19,No
578,45,Female,Married,Research & Development,Manufacturing Director,Other,4,1,23629,20,0,3,1,3,4,2,Non-Travel,No,6,17,3,7,5,4,22,No
579,44,Male,Married,Research & Development,Manufacturing Director,Technical Degree,4,1,20667,14,1,3,4,4,1,2,Non-Travel,No,26,25,0,14,4,2,27,No
580,33,Male,Divorced,Research & Development,Healthcare Representative,Human Resources,5,3,10005,22,0,3,3,4,1,4,Travel_Frequently,No,5,17,10,11,9,4,24,No
581,38,Female,Married,Research & Development,Laboratory Technician,Technical Degree,2,3,7301,24,1,3,1,4,3,4,Non-Travel,No,10,19,5,10,0,0,7,No
582,59,Male,Married,Research & Development,Manufacturing Director,Human Resources,4,3,27790,13,1,3,2,3,3,4,Travel_Rarely,Yes,6,35,9,2,5,1,15,Yes
583,53,Male,Single,Research & Development,Laboratory Technician,Other,2,2,5382,11,0,4,3,4,2,3,Travel_Frequently,Yes,28,9,6,8,8,4,7,Yes
584,55,Female,Divorced,Research & Development,Manufacturing Director,Marketing,4,3,18951,16,3,4,3,3,4,3,Travel_Frequently,No,8,25,10,7,8,4,5,No
585,48,Female,Single,Sales,Manager,Human Resources,2,4,27625,15,1,3,2,3,4,3,Non-Travel,No,27,34,2,5,0,4,15,No
586,40,Male,Married,Research & Development,Research Scientist,Marketing,1,5,11115,18,0,3,4,2,2,3,Non-Travel,Yes,28,30,9,9,5,1,19,No
587,44,Male,Married,Research & Development,Manufacturing Director,Marketing,5,1,13096,23,3,3,4,3,4,4,Non-Travel,Yes,12,9,3,9,2,6,6,No
588,25,Male,Divorced,Sales,Sales Representative,Technical Degree,2,3,6739,13,0,3,1,4,4,4,Non-Travel,No,31,21,2,5,4,3,7,No
589,58,Male,Married,Sales,Manager,Human Resources,1,3,15382,12,0,4,2,3,4,1,Non-Travel,Yes,24,5,2,0,9,4,12,No
590,30,Female,Married,Research & Development,Laboratory Technician,Human Resources,3,5,10764,13,2,3,3,4,2,2,Travel_Rarely,Yes,9,40,14,0,9,0,18,No
591,37,Male,Divorced,Research & Development,Research Scientist,Human Resources,2,5,8297,25,0,3,1,3,3,4,Non-Travel,Yes,28,18,3,2,5,1,12,No
592,30,Male,Divorced,Sales,Sales Representative,Other,3,5,8691,20,1,3,1,3,1,3,Travel_Frequently,Yes,12,25,9,10,2,3,25,No
593,45,Male,Married,Sales,Manager,Technical Degree,3,4,20068,23,2,3,3,4,1,3,Travel_Rarely,Yes,2,25,6,2,4,4,24,No
594,59,Female,Married,Human Resources,Human Resources,Life Sciences,4,5,8541,19,2,3,4,4,3,1,Travel_Rarely,No,13,20,3,14,2,1,23,No
595,31,Female,Single,Research & Development,Manager,Marketing,1,2,30384,21,2,3,2,4,3,4,Travel_Rarely,No,14,31,11,12,0,1,5,Yes
596,60,Female,Divorced,Research & Development,Manufacturing Director,Other,3,4,18676,22,0,3,4,3,3,4,Non-Travel,No,12,16,15,8,9,0,21,No
597,46,Female,Single,Research & Development,Research Scientist,Life Sciences,2,5,8478,16,0,3,3,4,2,4,Non-Travel,Yes,25,8,4,8,4,2,28,Yes
598,25,Male,Divorced,Research & Development,Research Scientist,Life Sciences,4,4,9835,12,0,3,4,3,4,2,Travel_Rarely,No,4,25,7,13,9,2,15,No
599,56,Male,Single,Research & Development,Research Director,Medical,3,3,14707,25,0,3,3,4,3,1,Travel_Rarely,No,24,2,1,2,8,0,8,Yes
600,39,Male,Divorced,Sales,Sales Executive,Marketing,1,1,10674,21,0,3,1,1,3,4,Travel_Rarely,No,20,28,11,1,2,0,22,No
601,18,Male,Single,Sales,Sales Representative,Human Resources,1,1,9830,21,2,3,1,3,3,3,Non-Travel,Yes,39,36,12,14,3,5,16,No
602,58,Male,Divorced,Research & Development,Healthcare Representative,Other,2,4,12512,15,2,3,3,1,4,4,Travel_Frequently,No,9,29,1,14,6,5,29,No
603,43,Male,Married,Research & Development,Laboratory Technician,Technical Degree,4,3,4424,16,0,3,4,4,3,2,Travel_Frequently,No,13,8,3,9,3,6,24,No
604,41,Male,Married,Research & Development,Manufacturing Director,Life Sciences,5,4,17231,15,3,4,3,4,4,3,Travel_Frequently,No,12,29,6,10,8,1,22,No
605,45,Female,Married,Research & Development,Manufacturing Director,Human Resources,2,4,13966,20,2,3,4,3,1,3,Travel_Rarely,Yes,8,11,12,7,5,4,25,Yes
606,58,Female,Single,Research & Development,Manager,Marketing,1,3,19024,25,3,3,3,2,4,2,Travel_Rarely,Yes,4,2,2,2,9,6,15,No
607,29,Male,Single,Research & Development,Manager,Human Resources,4,2,18980,19,1,3,2,4,4,4,Travel_Rarely,Yes,15,18,3,4,7,0,25,Yes
608,48,Male,Divorced,Sales,Sales Representative,Medical,4,1,7869,18,3,3,3,4,4,4,Non-Travel,No,23,24,2,5,2,4,10,No
609,25,Female,Single,Research & Development,Laboratory Technician,Life Sciences,5,5,6008,17,3,3,4,2,3,3,Non-Travel,No,33,12,0,7,5,1,2,No
610,37,Male,Married,Research & Development,Manager,Life Sciences,2,5,24752,11,1,3,3,3,3,4,Travel_Rarely,No,24,16,12,1,4,5,13,No
611,45,Male,Divorced,Research & Development,Manufacturing Director,Marketing,1,4,16112,25,1,3,4,4,2,4,Travel_Frequently,No,7,26,0,4,1,1,3,No
612,27,Male,Single,Sales,Sales Executive,Human Resources,1,2,15972,20,1,4,4,3,4,4,Travel_Rarely,Yes,6,36,3,1,2,1,24,No
613,23,Male,Single,Human Resources,Human Resources,Other,5,2,6494,18,2,3,1,3,4,4,Travel_Rarely,Yes,30,5,2,5,9,6,28,No
614,50,Female,Single,Sales,Sales Executive,Life Sciences,2,2,5273,24,0,4,1,2,4,3,Travel_Frequently,Yes,37,0,1,1,8,5,10,No
615,40,Male,Married,Sales,Sales Representative,Life Sciences,4,3,7215,25,1,3,3,4,3,1,Non-Travel,No,28,15,0,2,5,4,25,No
616,56,Male,Married,Human Resources,Manager,Technical Degree,3,4,25291,16,1,3,3,2,3,2,Travel_Frequently,No,22,4,3,3,7,2,26,No
617,47,Female,Married,Research & Development,Research Director,Technical Degree,2,4,18532,16,0,3,3,3,2,2,Travel_Frequently,Yes,37,29,5,6,1,0,13,No
618,39,Male,Divorced,Research & Development,Healthcare Representative,Other,4,4,9103,17,3,3,1,4,3,1,Travel_Frequently,No,6,12,1,5,7,4,10,Yes
619,49,Male,Divorced,Sales,Manager,Human Resources,4,5,25629,12,1,3,3,3,1,3,Travel_Frequently,Yes,8,13,5,9,7,0,1,Yes
620,33,Male,Divorced,Research & Development,Research Director,Human Resources,3,2,23579,25,0,3,4,3,3,4,Travel_Frequently,No,14,13,11,9,9,1,27,No
621,54,Male,Married,Research & Development,Research Director,Technical Degree,4,5,20214,25,2,4,4,2,3,3,Travel_Rarely,Yes,12,30,8,4,5,6,25,No
622,32,Female,Married,Sales,Sales Executive,Technical Degree,3,5,13895,25,1,3,1,3,3,4,Non-Travel,Yes,38,40,3,9,0,5,29,No
623,36,Male,Married,Sales,Manager,Life Sciences,4,1,20473,16,1,4,4,2,3,3,Travel_Rarely,No,35,15,5,14,5,0,9,No
624,56,Male,Single,Research & Development,Laboratory Technician,Technical Degree,3,2,9362,16,2,3,2,1,3,3,Travel_Frequently,Yes,20,29,12,5,5,4,27,Yes
625,36,Female,Single,Research & Development,Manager,Medical,2,1,24632,19,0,3,3,1,3,3,Non-Travel,Yes,22,20,10,2,6,2,25,No
626,52,Male,Divorced,Sales,Sales Representative,Medical,4,2,3680,12,2,4,3,2,3,1,Travel_Frequently,Yes,35,3,0,0,3,3,2,No
627,27,Female,Divorced,Sales,Sales Executive,Technical Degree,1,4,8729,19,0,3,3,1,3,2,Non-Travel,No,31,8,0,5,1,4,29,Yes
628,43,Male,Divorced,Research & Development,Laboratory Technician,Technical Degree,2,2,6793,23,1,3,2,3,1,3,Non-Travel,No,7,13,10,4,7,0,15,Yes
629,60,Female,Single,Research & Development,Manager,Medical,2,5,19617,22,1,3,4,3,2,4,Travel_Rarely,No,19,32,11,14,0,5,21,No
630,31,Female,Married,Sales,Sales Representative,Other,3,4,9217,17,1,3,1,3,1,3,Travel_Rarely,Yes,18,32,7,2,9,0,29,Yes
631,57,Male,Married,Sales,Sales Executive,Medical,1,1,8952,16,0,3,4,3,4,4,Travel_Rarely,No,4,3,2,3,0,2,25,No
632,37,Female,Single,Sales,Sales Executive,Medical,1,1,11039,12,1,3,2,4,4,4,Travel_Rarely,Yes,17,9,4,0,9,3,3,No
633,31,Male,Married,Research & Development,Laboratory Technician,Life Sciences,5,1,4428,21,0,3,3,2,3,3,Travel_Rarely,No,30,4,1,2,0,5,9,No
634,33,Female,Divorced,Human Resources,Human Resources,Medical,1,3,10770,16,0,3,4,4,4,3,Travel_Rarely,No,23,28,11,4,5,5,21,No
635,55,Male,Single,Research & Development,Laboratory Technician,Technical Degree,1,5,7657,15,2,3,3,3,4,3,Travel_Frequently,No,34,25,5,1,5,4,28,No
636,56,Female,Divorced,Human Resources,Human Resources,Other,4,1,9085,24,0,3,3,3,4,1,Travel_Rarely,Yes,6,21,18,0,4,4,22,No
637,39,Female,Divorced,Human Resources,Human Resources,Medical,5,3,11372,22,0,3,1,1,3,3,Travel_Frequently,No,29,31,4,6,0,6,17,No
638,27,Male,Married,Research & Development,Research Director,Medical,1,1,15709,11,0,3,3,4,3,4,Travel_Frequently,Yes,4,4,2,3,1,3,12,No
639,56,Male,Married,Research & Development,Research Scientist,Other,4,1,9035,18,0,3,2,4,3,4,Travel_Frequently,No,24,19,17,3,6,5,19,No
640,49,Male,Married,Research & Development,Healthcare Representative,Other,1,4,7430,17,1,3,3,4,4,1,Travel_Rarely,No,19,1,2,2,7,1,20,No
641,26,Male,Married,Research & Development,Research Scientist,Other,5,4,11607,23,3,3,4,1,4,3,Non-Travel,Yes,33,37,15,5,7,2,28,No
642,56,Male,Single,Sales,Sales Representative,Other,2,4,7174,11,0,3,3,4,3,3,Travel_Rarely,No,31,21,7,14,1,0,6,No
643,56,Female,Married,Sales,Manager,Marketing,5,1,22645,17,1,3,1,3,3,3,Non-Travel,Yes,4,36,2,8,5,3,13,No
644,26,Female,Divorced,Research & Development,Laboratory Technician,Marketing,5,3,4585,18,0,3,1,2,1,3,Travel_Rarely,Yes,35,7,0,3,3,1,10,Yes
645,43,Male,Single,Sales,Manager,Medical,3,2,14276,24,1,3,3,3,3,3,Travel_Rarely,No,13,0,0,0,6,4,21,No
646,27,Male,Married,Research & Development,Research Scientist,Technical Degree,3,2,9398,24,0,3,4,3,2,4,Travel_Rarely,Yes,25,8,0,3,5,3,15,No
647,26,Male,Divorced,Research & Development,Laboratory Technician,Technical Degree,1,4,9824,20,0,3,3,1,4,4,Travel_Frequently,Yes,9,30,1,11,4,3,9,Yes
648,37,Female,Divorced,Research & Development,Healthcare Representative,Other,5,5,15615,25,1,3,3,4,4,2,Travel_Frequently,No,21,34,2,15,5,4,17,No
649,34,Female,Divorced,Research & Development,Research Scientist,Medical,5,2,15380,16,3,3,2,3,2,4,Travel_Frequently,Yes,17,40,8,13,3,6,20,Yes
650,36,Male,Divorced,Research & Development,Laboratory Technician,Human Resources,2,1,5996,22,1,3,3,2,3,3,Non-Travel,No,40,12,13,5,2,5,26,No
651,43,Female,Divorced,Research & Development,Laboratory Technician,Marketing,1,4,8608,24,1,3,4,1,4,4,Travel_Frequently,No,16,30,15,14,8,4,27,Yes
652,44,Male,Married,Sales,Manager,Life Sciences,2,2,21998,12,0,3,2,1,4,4,Non-Travel,Yes,17,12,1,8,8,2,5,No
653,45,Female,Single,Research & Development,Manager,Marketing,3,4,22832,14,0,3,1,3,3,3,Travel_Rarely,Yes,35,13,5,13,3,1,1,Yes
654,32,Male,Divorced,Research & Development,Healthcare Representative,Other,5,3,11163,23,1,3,4,4,4,2,Travel_Rarely,Yes,29,10,9,2,2,1,9,No
655,60,Female,Married,Sales,Sales Executive,Technical Degree,4,4,10779,13,1,3,3,3,4,3,Travel_Frequently,Yes,34,19,8,6,7,3,26,Yes
656,38,Female,Divorced,Research & Development,Healthcare Representative,Human Resources,4,2,6119,23,0,3,3,3,3,3,Travel_Frequently,Yes,18,1,0,1,9,3,1,Yes
657,33,Male,Divorced,Research & Development,Manufacturing Director,Technical Degree,4,4,14279,12,0,3,3,2,4,4,Travel_Frequently,No,16,4,3,1,2,1,28,No
658,56,Male,Married,Research & Development,Manufacturing Director,Medical,1,5,20912,22,1,3,4,3,4,2,Travel_Frequently,Yes,9,33,9,4,6,2,28,No
659,44,Female,Divorced,Human Resources,Human Resources,Other,2,3,9354,19,1,3,2,2,1,1,Travel_Rarely,Yes,12,19,2,2,1,2,27,No
660,25,Male,Single,Research & Development,Manufacturing Director,Medical,3,5,22293,24,0,3,3,1,3,2,Travel_Rarely,Yes,3,29,15,4,2,1,28,Yes
661,54,Female,Single,Research & Development,Healthcare Representative,Life Sciences,1,4,10519,13,0,3,3,4,3,4,Non-Travel,Yes,25,17,17,12,8,3,21,Yes
662,56,Female,Divorced,Human Resources,Manager,Medical,1,2,32528,12,1,3,4,2,3,3,Travel_Frequently,No,26,36,12,12,4,2,1,No
663,19,Male,Married,Research & Development,Laboratory Technician,Medical,2,1,6453,25,0,3,3,3,3,3,Travel_Rarely,Yes,29,13,5,14,3,3,5,No
664,33,Female,Married,Research & Development,Research Scientist,Other,4,1,6903,20,0,3,4,3,4,1,Travel_Frequently,Yes,30,9,1,5,5,1,10,No
665,18,Female,Single,Human Resources,Human Resources,Marketing,1,4,4918,17,0,3,1,3,3,3,Travel_Frequently,Yes,23,6,0,1,7,6,16,Yes
666,20,Female,Single,Research & Development,Manufacturing Director,Other,3,2,19105,13,2,3,4,3,3,3,Travel_Rarely,No,14,35,1,1,4,0,5,No
667,30,Male,Divorced,Sales,Manager,Life Sciences,2,1,21085,15,1,3,4,2,4,4,Travel_Frequently,No,10,26,15,3,1,5,15,No
668,57,Male,Divorced,Research & Development,Healthcare Representative,Medical,5,5,10693,21,0,3,4,4,4,2,Travel_Frequently,No,1,23,13,15,4,2,17,No
669,43,Female,Single,Research & Development,Manager,Medical,2,4,15728,25,0,3,4,3,3,3,Travel_Frequently,Yes,25,3,3,4,5,2,3,No
670,48,Male,Married,Sales,Manager,Technical Degree,1,3,17184,16,0,3,4,4,4,3,Travel_Rarely,No,25,4,4,1,6,3,28,No
671,57,Male,Married,Sales,Sales Executive,Other,1,2,7720,19,0,4,2,4,3,4,Non-Travel,Yes,9,10,0,0,7,1,2,Yes
672,40,Male,Married,Sales,Sales Representative,Life Sciences,5,1,11467,24,3,3,1,4,2,4,Travel_Frequently,Yes,31,36,3,8,9,2,20,Yes
673,57,Male,Single,Research & Development,Research Scientist,Marketing,1,4,8055,24,0,3,1,3,3,3,Travel_Frequently,Yes,32,18,9,9,6,3,26,Yes
674,60,Male,Single,Human Resources,Manager,Life Sciences,2,1,23437,18,0,3,2,2,3,3,Non-Travel,Yes,20,20,18,7,7,3,14,Yes
675,60,Male,Single,Sales,Manager,Technical Degree,2,3,24982,12,0,4,4,4,3,3,Non-Travel,No,31,35,14,12,5,3,5,No
676,45,Male,Single,Research & Development,Manager,Marketing,4,1,29275,18,2,3,4,1,4,2,Non-Travel,Yes,32,20,15,8,3,5,6,No
677,58,Female,Married,Research & Development,Research Scientist,Human Resources,2,2,9187,13,0,3,4,4,4,3,Travel_Frequently,Yes,33,23,12,6,6,6,24,Yes
678,55,Male,Single,Research & Development,Research Director,Other,1,4,23774,24,2,4,2,4,4,3,Travel_Frequently,No,14,35,10,7,7,2,10,Yes
679,32,Female,Single,Research & Development,Research Scientist,Medical,4,1,15524,17,0,3,2,4,2,3,Non-Travel,Yes,34,37,13,0,8,6,24,Yes
680,37,Female,Single,Research & Development,Manager,Technical Degree,5,3,31385,13,1,3,3,4,3,1,Non-Travel,No,15,38,15,0,1,1,24,No
681,60,Female,Single,Research & Development,Laboratory Technician,Marketing,3,5,7960,22,1,3,3,4,3,4,Travel_Frequently,Yes,0,18,7,2,4,1,4,Yes
682,25,Female,Divorced,Research & Development,Healthcare Representative,Life Sciences,3,1,13003,16,0,3,4,3,4,2,Travel_Frequently,Yes,1,32,2,2,2,1,11,No
683,52,Male,Married,Sales,Manager,Technical Degree,1,5,17328,23,2,3,3,2,4,3,Non-Travel,Yes,37,12,11,11,1,5,8,No
684,53,Male,Single,Research & Development,Research Director,Marketing,1,3,25823,21,0,3,3,1,3,3,Travel_Rarely,Yes,29,29,2,4,1,4,17,No
685,55,Female,Divorced,Research & Development,Research Scientist,Other,3,2,9558,15,1,3,3,1,3,2,Non-Travel,No,19,8,2,4,6,1,9,No
686,22,Female,Married,Research & Development,Research Director,Marketing,2,1,25281,24,0,3,3,3,3,2,Non-Travel,No,7,33,3,8,5,2,29,Yes
687,31,Male,Married,Sales,Manager,Human Resources,5,3,27438,25,1,3,4,4,2,4,Travel_Frequently,Yes,2,37,9,13,1,5,11,No
688,26,Female,Single,Sales,Sales Executive,Technical Degree,5,1,7039,15,0,4,1,4,4,2,Travel_Rarely,No,21,4,1,1,9,5,28,Yes
689,48,Male,Divorced,Sales,Sales Executive,Human Resources,3,5,11226,23,1,4,4,3,2,2,Non-Travel,Yes,27,13,3,9,6,1,27,No
690,26,Female,Married,Research & Development,Healthcare Representative,Life Sciences,4,3,11231,21,1,3,4,1,3,3,Non-Travel,No,16,25,4,5,9,0,22,No
691,20,Male,Single,Sales,Manager,Life Sciences,5,1,19676,21,0,3,4,4,3,3,Non-Travel,No,21,14,6,14,2,1,24,Yes
692,41,Male,Divorced,Research & Development,Research Scientist,Other,2,2,9879,17,0,4,4,4,3,4,Non-Travel,No,31,20,15,8,6,0,9,No
693,28,Male,Married,Sales,Sales Representative,Marketing,2,3,3992,15,0,3,4,3,4,4,Non-Travel,No,4,3,4,3,5,2,21,Yes
694,35,Male,Single,Sales,Sales Executive,Medical,4,4,12056,14,3,3,4,3,2,2,Travel_Frequently,No,17,30,11,8,1,2,28,No
695,43,Male,Single,Research & Development,Healthcare Representative,Other,5,5,6052,20,2,3,1,2,4,3,Travel_Rarely,No,33,1,0,0,0,2,25,Yes
696,44,Male,Single,Research & Development,Manufacturing Director,Other,3,5,24111,14,1,3,2,4,3,3,Travel_Rarely,No,22,36,3,12,7,4,7,No
697,20,Female,Married,Research & Development,Healthcare Representative,Life Sciences,1,1,10965,20,2,3,3,4,4,2,Non-Travel,No,26,21,17,2,1,5,18,No
698,32,Male,Single,Research & Development,Laboratory Technician,Human Resources,4,2,6394,12,0,3,2,1,1,4,Travel_Frequently,No,38,13,8,11,3,0,16,Yes
699,28,Male,Married,Research & Development,Manufacturing Director,Medical,5,3,12120,11,0,3,4,3,3,3,Travel_Rarely,No,10,0,0,0,9,0,22,Yes
700,28,Male,Single,Sales,Sales Executive,Other,4,2,10020,20,0,3,4,4,3,2,Travel_Rarely,Yes,40,14,9,13,2,5,3,Yes
701,48,Female,Single,Research & Development,Laboratory Technician,Medical,1,2,8478,17,0,3,1,4,3,3,Non-Travel,No,33,24,17,10,7,1,27,Yes
702,46,Male,Married,Human Resources,Human Resources,Other,1,2,8949,17,0,3,2,3,4,2,Travel_Frequently,No,37,27,3,4,0,1,24,Yes
703,53,Male,Divorced,Research & Development,Research Scientist,Medical,2,2,11513,25,0,4,3,3,3,1,Non-Travel,Yes,34,30,17,2,5,4,18,Yes
704,39,Female,Married,Sales,Sales Representative,Other,1,5,9552,13,1,3,1,4,2,3,Travel_Frequently,Yes,20,35,14,5,4,6,11,Yes
705,19,Female,Married,Sales,Sales Executive,Human Resources,1,1,5383,22,0,4,4,1,3,4,Travel_Rarely,Yes,34,1,2,1,0,6,21,No
706,19,Male,Single,Research & Development,Manufacturing Director,Life Sciences,5,2,22694,20,1,3,4,2,3,3,Non-Travel,No,4,9,2,2,4,4,20,No
707,42,Male,Single,Research & Development,Healthcare Representative,Medical,4,3,12942,21,0,3,1,3,3,3,Travel_Rarely,Yes,25,30,12,3,3,3,5,Yes
708,32,Male,Single,Research & Development,Manufacturing Director,Life Sciences,4,1,23003,17,0,3,3,4,1,3,Travel_Frequently,No,39,20,11,0,9,6,21,No
709,26,Male,Married,Human Resources,Human Resources,Human Resources,5,1,5034,15,1,3,1,4,4,2,Travel_Rarely,No,30,4,3,1,8,1,13,No
710,51,Female,Single,Research & Development,Laboratory Technician,Marketing,2,5,4835,20,1,3,3,3,2,3,Non-Travel,Yes,1,4,1,3,2,2,24,No
711,45,Female,Single,Research & Development,Manufacturing Director,Marketing,4,2,21082,16,3,3,1,2,4,4,Travel_Frequently,No,11,13,6,12,3,5,22,No
712,29,Male,Single,Research & Development,Manufacturing Director,Marketing,3,5,20354,20,3,3,2,4,4,1,Non-Travel,Yes,14,18,3,11,3,4,23,Yes
713,35,Male,Divorced,Research & Development,Laboratory Technician,Marketing,1,3,7731,14,0,3,4,4,2,4,Non-Travel,Yes,12,21,16,8,9,2,29,No
714,32,Female,Divorced,Research & Development,Research Director,Life Sciences,5,1,18742,20,3,3,4,1,1,4,Non-Travel,No,31,9,3,2,6,5,11,No
715,44,Male,Divorced,Human Resources,Human Resources,Technical Degree,1,4,4952,19,2,3,4,4,4,3,Non-Travel,No,0,2,0,1,3,6,1,No
716,55,Male,Single,Human Resources,Human Resources,Technical Degree,4,3,7712,22,0,4,2,1,3,4,Non-Travel,Yes,26,6,0,3,6,2,20,Yes
717,21,Male,Divorced,Research & Development,Laboratory Technician,Medical,4,5,5193,18,0,3,2,2,1,4,Travel_Rarely,No,12,4,1,5,2,1,20,Yes
718,22,Male,Single,Research & Development,Laboratory Technician,Other,3,2,7716,19,1,4,3,1,3,3,Travel_Frequently,Yes,1,15,10,7,7,3,14,Yes
719,20,Female,Married,Research & Development,Manager,Life Sciences,5,2,20934,16,0,4,3,1,2,4,Travel_Rarely,Yes,1,33,12,4,7,0,11,No
